               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.014389,            0.047523,           0.0034193,              0.9597,             0.92633,             0.95999,             0.85499,            0.011881,            0.044259,           0.0044324,            0.002377,            0.002377,            0.002377
                 156,            0.014407,             0.04666,           0.0034693,             0.96106,             0.93248,             0.96009,             0.85541,            0.011853,            0.043906,           0.0044416,           0.0023275,           0.0023275,           0.0023275
                 157,            0.014306,            0.047054,           0.0034551,             0.95966,             0.93136,              0.9593,             0.85533,             0.01184,            0.043928,           0.0044297,            0.002278,            0.002278,            0.002278
                 158,            0.014378,            0.047263,           0.0033738,             0.96053,             0.93437,             0.95921,             0.85558,            0.011855,            0.044019,           0.0044159,           0.0022285,           0.0022285,           0.0022285
                 159,            0.014242,            0.046816,           0.0034269,             0.95838,             0.93181,             0.95845,              0.8549,            0.011789,            0.043635,           0.0043906,            0.002179,            0.002179,            0.002179
                 160,            0.014253,            0.046971,           0.0035167,             0.96007,             0.93365,             0.95913,             0.85586,            0.011776,            0.043572,           0.0043959,           0.0021295,           0.0021295,           0.0021295
                 161,            0.014005,            0.046753,            0.003376,             0.95848,             0.93407,             0.95901,             0.85619,            0.011781,            0.043687,           0.0043807,             0.00208,             0.00208,             0.00208
                 162,             0.01426,            0.045922,           0.0034896,             0.95892,             0.93275,             0.95906,              0.8567,              0.0118,            0.043736,            0.004372,           0.0020305,           0.0020305,           0.0020305
                 163,            0.014014,            0.046152,           0.0033555,             0.95259,             0.93775,             0.95884,              0.8559,            0.011835,             0.04374,           0.0043809,            0.001981,            0.001981,            0.001981
                 164,             0.01396,            0.046237,           0.0033699,             0.95671,             0.93578,             0.95896,             0.85679,            0.011807,            0.043553,           0.0043533,           0.0019315,           0.0019315,           0.0019315
                 165,            0.013801,            0.045517,           0.0033407,             0.95694,             0.93339,             0.95889,              0.8573,            0.011822,            0.043374,           0.0043701,            0.001882,            0.001882,            0.001882
                 166,            0.013743,            0.045299,           0.0033137,             0.95668,             0.93718,             0.95978,             0.85767,             0.01176,             0.04297,           0.0043821,           0.0018325,           0.0018325,           0.0018325
                 167,            0.013866,            0.046541,           0.0032537,             0.95953,             0.93675,             0.96025,             0.85797,            0.011739,            0.042679,           0.0043883,            0.001783,            0.001783,            0.001783
                 168,            0.013716,            0.045991,           0.0033863,             0.95983,              0.9366,             0.96009,             0.85953,            0.011719,            0.042925,           0.0043919,           0.0017335,           0.0017335,           0.0017335
                 169,            0.013736,             0.04578,           0.0032672,             0.96197,              0.9351,             0.96008,             0.86051,             0.01172,            0.042531,           0.0043619,            0.001684,            0.001684,            0.001684
                 170,            0.013561,             0.04513,           0.0032012,             0.95914,             0.93729,             0.96002,             0.85976,             0.01171,            0.042627,           0.0043248,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013714,            0.045417,           0.0031956,              0.9629,             0.93483,             0.95992,             0.86114,            0.011677,            0.042825,           0.0043315,            0.001585,            0.001585,            0.001585
                 172,            0.013527,            0.045175,           0.0032202,             0.96019,             0.93551,             0.95929,             0.86016,            0.011639,             0.04271,            0.004358,           0.0015355,           0.0015355,           0.0015355
                 173,            0.013391,            0.044513,            0.003173,             0.95909,              0.9353,             0.95985,             0.85927,            0.011599,             0.04261,            0.004376,            0.001486,            0.001486,            0.001486
                 174,            0.013345,            0.044954,           0.0030395,             0.96367,             0.93208,              0.9597,             0.85943,            0.011662,             0.04261,           0.0044126,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013372,            0.045254,           0.0031484,             0.96216,             0.93126,              0.9599,             0.86109,            0.011609,            0.042567,           0.0044315,            0.001387,            0.001387,            0.001387
                 176,             0.01338,            0.044351,           0.0032477,             0.96415,             0.93077,              0.9602,             0.86138,             0.01162,            0.042696,           0.0044175,           0.0013375,           0.0013375,           0.0013375
                 177,            0.013274,            0.044748,           0.0031354,              0.9619,             0.93401,             0.96105,             0.86154,            0.011579,            0.042268,           0.0044164,            0.001288,            0.001288,            0.001288
                 178,            0.013351,            0.044167,            0.003183,             0.95795,             0.93433,             0.96033,             0.86269,            0.011555,            0.042676,           0.0044217,           0.0012385,           0.0012385,           0.0012385
                 179,             0.01329,            0.044828,           0.0030674,             0.96379,             0.93255,             0.96007,             0.86153,            0.011545,            0.042818,           0.0044231,            0.001189,            0.001189,            0.001189
                 180,            0.013138,            0.044224,           0.0031238,             0.96086,              0.9329,             0.96007,             0.86202,             0.01153,             0.04277,           0.0044366,           0.0011395,           0.0011395,           0.0011395
                 181,            0.013294,            0.044609,           0.0031434,             0.96221,             0.93171,              0.9594,             0.86343,             0.01154,            0.042386,           0.0044788,             0.00109,             0.00109,             0.00109
                 182,            0.013035,            0.043351,           0.0031397,             0.95976,              0.9356,             0.95994,             0.86327,            0.011523,            0.042352,            0.004501,           0.0010405,           0.0010405,           0.0010405
                 183,            0.013038,            0.044433,           0.0030436,             0.96507,             0.93474,             0.95937,              0.8623,            0.011491,            0.042333,           0.0044847,            0.000991,            0.000991,            0.000991
                 184,            0.012912,            0.043779,           0.0029412,             0.96467,             0.93586,             0.96014,             0.86356,            0.011458,             0.04223,           0.0044669,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013006,             0.04341,           0.0030212,             0.96383,             0.93421,             0.95995,              0.8642,            0.011451,             0.04216,           0.0044889,            0.000892,            0.000892,            0.000892
                 186,            0.013101,            0.043579,           0.0031048,             0.96049,             0.93485,             0.95992,             0.86411,            0.011472,             0.04237,           0.0045146,           0.0008425,           0.0008425,           0.0008425
                 187,            0.013009,            0.044504,           0.0029934,             0.96299,             0.93317,             0.95997,              0.8634,            0.011478,              0.0424,            0.004533,            0.000793,            0.000793,            0.000793
                 188,            0.012796,            0.043454,           0.0030414,             0.96245,             0.93098,              0.9597,             0.86349,            0.011489,            0.042484,           0.0045367,           0.0007435,           0.0007435,           0.0007435
                 189,            0.012819,             0.04405,           0.0030473,             0.96252,             0.93087,             0.96008,             0.86282,            0.011467,            0.042405,           0.0045248,            0.000694,            0.000694,            0.000694
                 190,             0.01288,            0.042612,            0.002969,             0.96283,              0.9329,             0.95975,             0.86336,            0.011485,            0.042538,           0.0045458,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012871,            0.043525,           0.0030122,             0.96238,             0.93238,             0.95944,             0.86378,            0.011503,            0.042594,           0.0045618,            0.000595,            0.000595,            0.000595
                 192,            0.012824,            0.043296,           0.0029859,             0.96117,             0.93096,             0.95955,             0.86479,            0.011511,            0.042789,           0.0045803,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012729,            0.043503,           0.0029791,             0.96068,             0.93193,             0.95994,             0.86458,            0.011497,            0.042689,           0.0045881,            0.000496,            0.000496,            0.000496
                 194,              0.0127,             0.04367,            0.002986,             0.96178,             0.93042,             0.95989,             0.86425,            0.011468,             0.04263,           0.0045903,           0.0004465,           0.0004465,           0.0004465
                 195,            0.012735,            0.043178,           0.0029426,             0.96124,             0.93139,             0.95989,             0.86393,            0.011438,            0.042601,           0.0045957,            0.000397,            0.000397,            0.000397
                 196,            0.012544,            0.042989,           0.0029258,             0.96091,             0.93144,             0.95974,             0.86455,            0.011413,            0.042707,           0.0045929,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01275,            0.042607,           0.0030038,             0.95921,             0.93315,             0.95966,             0.86347,            0.011406,            0.042736,           0.0045976,            0.000298,            0.000298,            0.000298
                 198,            0.012766,            0.043047,           0.0029199,             0.95631,             0.93585,             0.95987,              0.8635,            0.011402,            0.042606,           0.0045994,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012674,            0.042612,           0.0029619,             0.95406,             0.93743,             0.95983,             0.86399,              0.0114,            0.042594,           0.0046095,            0.000199,            0.000199,            0.000199
