               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,           0.0090438,           0.0086496,          0.00079589,             0.92766,             0.84572,             0.90649,              0.8035,            0.014423,             0.03226,           0.0045979,             0.00298,             0.00298,             0.00298
                 158,           0.0090209,           0.0086816,          0.00077879,             0.92384,             0.85586,             0.90957,             0.80786,            0.014414,            0.032237,           0.0045263,            0.002935,            0.002935,            0.002935
                 159,           0.0089314,           0.0086455,          0.00076217,             0.91227,             0.86432,             0.90669,             0.80549,            0.014506,            0.032261,           0.0045088,             0.00289,             0.00289,             0.00289
                 160,           0.0088814,           0.0086118,          0.00076117,              0.9113,             0.85034,             0.89941,              0.7967,            0.014735,            0.032981,           0.0045972,            0.002845,            0.002845,            0.002845
                 161,           0.0087738,           0.0085467,          0.00076783,             0.89989,             0.85624,             0.90037,             0.79786,            0.014715,            0.033204,           0.0046876,              0.0028,              0.0028,              0.0028
                 162,           0.0088967,           0.0086619,          0.00074365,             0.91301,             0.84698,             0.90083,             0.79964,            0.014634,            0.033281,           0.0047129,            0.002755,            0.002755,            0.002755
                 163,           0.0086327,           0.0084138,          0.00074511,             0.91875,             0.84048,             0.90075,             0.79822,            0.014684,            0.033365,           0.0047512,             0.00271,             0.00271,             0.00271
                 164,           0.0086199,           0.0084634,          0.00073304,             0.90329,             0.85786,             0.90137,              0.7973,            0.014518,            0.032826,           0.0047387,            0.002665,            0.002665,            0.002665
                 165,           0.0085638,           0.0084222,          0.00071695,             0.90556,             0.85335,             0.90198,             0.79664,            0.014489,             0.03284,           0.0047382,             0.00262,             0.00262,             0.00262
                 166,           0.0084738,           0.0082955,          0.00071209,             0.90592,              0.8501,             0.89782,             0.79453,            0.014625,            0.033494,           0.0047225,            0.002575,            0.002575,            0.002575
                 167,           0.0085725,           0.0083493,          0.00072347,              0.9094,              0.8557,             0.90186,             0.79686,            0.014609,            0.033511,           0.0046569,             0.00253,             0.00253,             0.00253
                 168,           0.0084222,           0.0083462,          0.00071084,             0.91496,             0.85037,              0.9015,             0.79629,            0.014611,            0.033864,           0.0046471,            0.002485,            0.002485,            0.002485
                 169,           0.0083226,             0.00826,          0.00068257,             0.91534,             0.84915,             0.90207,             0.79574,             0.01466,            0.033846,           0.0047596,             0.00244,             0.00244,             0.00244
                 170,           0.0083372,           0.0082465,          0.00067771,             0.91247,             0.85731,             0.90321,             0.79745,            0.014633,             0.03411,           0.0047129,            0.002395,            0.002395,            0.002395
                 171,           0.0083996,           0.0082499,          0.00068953,             0.90366,             0.85688,             0.90101,              0.7945,            0.014782,            0.034615,           0.0048236,             0.00235,             0.00235,             0.00235
                 172,           0.0082252,           0.0081809,          0.00068666,              0.9091,             0.85164,             0.90118,             0.79547,            0.014725,            0.034614,           0.0048168,            0.002305,            0.002305,            0.002305
                 173,           0.0081176,           0.0081294,          0.00067854,             0.91314,             0.84786,              0.8998,             0.79518,            0.014716,            0.034433,           0.0048333,             0.00226,             0.00226,             0.00226
                 174,           0.0081634,           0.0080961,           0.0006751,             0.91577,              0.8453,             0.89915,             0.79478,            0.014743,            0.034533,           0.0048445,            0.002215,            0.002215,            0.002215
                 175,           0.0081844,           0.0080734,          0.00067177,             0.90871,             0.84981,              0.8998,             0.79603,            0.014712,            0.034742,           0.0048245,             0.00217,             0.00217,             0.00217
                 176,           0.0080591,           0.0081115,          0.00066118,             0.90928,             0.85049,             0.89875,             0.79561,             0.01477,            0.034565,           0.0047816,            0.002125,            0.002125,            0.002125
                 177,           0.0080213,           0.0078866,          0.00066208,             0.91614,             0.85353,             0.90003,             0.79687,            0.014704,            0.034181,           0.0047509,             0.00208,             0.00208,             0.00208
                 178,           0.0080334,           0.0079027,          0.00065114,             0.91472,             0.85595,             0.90055,             0.79731,            0.014724,            0.034199,           0.0047535,            0.002035,            0.002035,            0.002035
                 179,           0.0079372,            0.007999,          0.00065005,             0.90216,             0.86183,             0.90126,             0.79816,            0.014693,            0.034132,           0.0047185,             0.00199,             0.00199,             0.00199
                 180,           0.0078795,           0.0078776,          0.00064069,               0.899,             0.86115,             0.90038,             0.79656,            0.014678,            0.034245,           0.0048071,            0.001945,            0.001945,            0.001945
                 181,           0.0078854,           0.0079231,          0.00062251,             0.90476,             0.85009,             0.89999,             0.79413,            0.014677,            0.034436,           0.0048653,              0.0019,              0.0019,              0.0019
                 182,           0.0078518,           0.0078344,          0.00061911,             0.89804,             0.86047,             0.89958,             0.79446,            0.014763,            0.034854,           0.0048931,            0.001855,            0.001855,            0.001855
                 183,            0.007726,           0.0077271,          0.00061788,             0.90514,              0.8538,             0.89968,             0.79434,            0.014725,            0.034676,           0.0048846,             0.00181,             0.00181,             0.00181
                 184,           0.0076787,           0.0077883,          0.00060103,             0.90816,             0.85424,             0.90078,             0.79638,            0.014656,            0.034431,           0.0049262,            0.001765,            0.001765,            0.001765
                 185,           0.0076054,           0.0077235,          0.00058829,             0.90365,             0.85731,             0.90043,             0.79517,            0.014652,            0.034386,            0.004914,             0.00172,             0.00172,             0.00172
                 186,           0.0076233,           0.0077265,          0.00059207,             0.89817,             0.85873,             0.90074,             0.79578,            0.014631,            0.034458,           0.0049113,            0.001675,            0.001675,            0.001675
                 187,           0.0075894,           0.0076594,          0.00059024,             0.90676,             0.85989,             0.90151,             0.79655,            0.014596,            0.034219,           0.0049165,             0.00163,             0.00163,             0.00163
                 188,             0.00748,           0.0075844,           0.0005866,             0.90425,                0.86,             0.90214,             0.79761,            0.014574,            0.034309,           0.0049073,            0.001585,            0.001585,            0.001585
                 189,            0.007495,            0.007576,          0.00057644,             0.90495,             0.85725,             0.90205,             0.79852,            0.014597,            0.034524,           0.0049429,             0.00154,             0.00154,             0.00154
                 190,           0.0074245,           0.0075146,          0.00056662,             0.89457,             0.86264,             0.90157,             0.79908,            0.014643,             0.03497,           0.0049602,            0.001495,            0.001495,            0.001495
                 191,           0.0073746,           0.0075214,          0.00056931,             0.89483,             0.86373,             0.90087,              0.7984,             0.01463,            0.034984,           0.0049672,             0.00145,             0.00145,             0.00145
                 192,           0.0074348,           0.0075436,          0.00056973,             0.89986,             0.86561,             0.90181,             0.80044,            0.014604,            0.034935,           0.0049775,            0.001405,            0.001405,            0.001405
                 193,           0.0072869,            0.007468,          0.00055544,              0.8947,             0.86399,             0.90097,             0.79945,            0.014621,            0.035179,           0.0049995,             0.00136,             0.00136,             0.00136
                 194,           0.0072566,           0.0074396,          0.00054615,             0.89811,             0.85526,              0.9003,             0.79778,            0.014617,            0.035242,             0.00502,            0.001315,            0.001315,            0.001315
                 195,           0.0072512,           0.0073935,          0.00054196,             0.88791,             0.86002,             0.89866,             0.79603,            0.014601,            0.035161,           0.0050314,             0.00127,             0.00127,             0.00127
                 196,           0.0071349,            0.007297,          0.00052877,             0.88967,             0.85486,               0.897,             0.79435,            0.014664,            0.035381,           0.0050807,            0.001225,            0.001225,            0.001225
                 197,           0.0071208,           0.0073542,          0.00052839,             0.89486,             0.85616,             0.89866,             0.79616,             0.01467,            0.035302,           0.0051063,             0.00118,             0.00118,             0.00118
                 198,           0.0070815,           0.0073417,          0.00053062,             0.89452,             0.85992,             0.89825,             0.79471,            0.014695,            0.035316,           0.0050944,            0.001135,            0.001135,            0.001135
                 199,           0.0070945,           0.0073173,          0.00052172,             0.89261,             0.86135,             0.89799,              0.7939,            0.014686,            0.035198,           0.0050862,             0.00109,             0.00109,             0.00109
